,date_id,iid,match,wave,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,field_cd,age,race,income,zipcode,samerace,goal,from,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,imprace,imprelig,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,zipcode_area,latitude,longitude
4638,12-9-14-10,307,1,12,25.0,5.0,30.0,15.0,5.0,20.0,9.0,27.0,4.0,49998.0 and 59998.0,22003,0,5.0,Virginia,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,1.0,3.0,5.0,8.0,8.0,7.0,8.0,220,37.3989422,126.636378
4639,12-3-14-10,307,0,12,19.0,13.0,18.0,18.0,10.0,22.0,9.0,27.0,4.0,49998.0 and 59998.0,22003,0,5.0,Virginia,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,1.0,3.0,5.0,8.0,8.0,7.0,8.0,220,37.3989422,126.636378
4640,12-4-14-10,307,0,12,20.0,10.0,30.0,20.0,10.0,10.0,9.0,27.0,4.0,49998.0 and 59998.0,22003,0,5.0,Virginia,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,1.0,3.0,5.0,8.0,8.0,7.0,8.0,220,37.3989422,126.636378
4641,12-5-14-10,307,0,12,6.67,19.05,42.86,9.52,14.29,7.62,9.0,27.0,4.0,49998.0 and 59998.0,22003,0,5.0,Virginia,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,1.0,3.0,5.0,8.0,8.0,7.0,8.0,220,37.3989422,126.636378
4642,12-7-14-10,307,1,12,25.0,20.0,15.0,25.0,10.0,5.0,9.0,27.0,4.0,49998.0 and 59998.0,22003,0,5.0,Virginia,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,1.0,3.0,5.0,8.0,8.0,7.0,8.0,220,37.3989422,126.636378
4643,12-11-14-10,307,1,12,50.0,0.0,20.0,20.0,0.0,10.0,9.0,27.0,4.0,49998.0 and 59998.0,22003,0,5.0,Virginia,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,1.0,3.0,5.0,8.0,8.0,7.0,8.0,220,37.3989422,126.636378
4644,12-8-14-10,307,0,12,40.0,30.0,10.0,8.0,2.0,10.0,9.0,27.0,4.0,49998.0 and 59998.0,22003,0,5.0,Virginia,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,1.0,3.0,5.0,8.0,8.0,7.0,8.0,220,37.3989422,126.636378
4645,12-14-14-10,307,0,12,20.0,25.0,20.0,10.0,5.0,20.0,9.0,27.0,4.0,49998.0 and 59998.0,22003,0,5.0,Virginia,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,1.0,3.0,5.0,8.0,8.0,7.0,8.0,220,37.3989422,126.636378
4646,12-12-14-10,307,0,12,20.0,16.0,16.0,16.0,16.0,16.0,9.0,27.0,4.0,49998.0 and 59998.0,22003,0,5.0,Virginia,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,1.0,3.0,5.0,8.0,8.0,7.0,8.0,220,37.3989422,126.636378
4647,12-2-14-10,307,0,12,30.0,15.0,15.0,20.0,10.0,10.0,9.0,27.0,4.0,49998.0 and 59998.0,22003,0,5.0,Virginia,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,1.0,3.0,5.0,8.0,8.0,7.0,8.0,220,37.3989422,126.636378
4648,12-6-14-6,308,0,12,20.0,20.0,35.0,5.0,10.0,10.0,9.0,27.0,4.0,Not provided,11137,1,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4649,12-5-14-5,308,0,12,10.0,18.0,20.0,16.0,16.0,20.0,9.0,27.0,4.0,Not provided,11137,0,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4650,12-12-14-12,308,0,12,15.0,20.0,35.0,15.0,5.0,10.0,9.0,27.0,4.0,Not provided,11137,0,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4651,12-11-14-11,308,1,12,25.0,25.0,15.0,15.0,10.0,10.0,9.0,27.0,4.0,Not provided,11137,0,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4652,12-14-14-14,308,0,12,10.0,30.0,20.0,10.0,15.0,15.0,9.0,27.0,4.0,Not provided,11137,0,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4653,12-4-14-4,308,0,12,10.0,40.0,10.0,20.0,10.0,10.0,9.0,27.0,4.0,Not provided,11137,1,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4654,12-7-14-7,308,0,12,15.0,20.0,25.0,15.0,15.0,10.0,9.0,27.0,4.0,Not provided,11137,0,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4655,12-3-14-3,308,0,12,20.0,20.0,20.0,20.0,10.0,10.0,9.0,27.0,4.0,Not provided,11137,0,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4656,12-13-14-13,308,0,12,50.0,5.0,20.0,10.0,5.0,10.0,9.0,27.0,4.0,Not provided,11137,0,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4657,12-2-14-2,308,0,12,20.0,25.0,25.0,10.0,15.0,5.0,9.0,27.0,4.0,Not provided,11137,0,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4658,12-8-14-8,308,0,12,5.0,20.0,25.0,25.0,15.0,10.0,9.0,27.0,4.0,Not provided,11137,0,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4659,12-1-14-1,308,0,12,10.0,47.0,16.0,12.0,3.0,12.0,9.0,27.0,4.0,Not provided,11137,1,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4660,12-9-14-9,308,0,12,16.0,20.0,19.0,16.0,18.0,11.0,9.0,27.0,4.0,Not provided,11137,1,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4661,12-10-14-10,308,0,12,10.0,20.0,20.0,15.0,20.0,15.0,9.0,27.0,4.0,Not provided,11137,1,1.0,"Cambridge, Massachusetts",2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,7.0,3.0,7.0,10.0,8.0,8.0,7.0,111,13.0976412,-59.6036029
4662,12-9-14-6,309,0,12,20.0,20.0,35.0,5.0,10.0,10.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,0,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4663,12-8-14-5,309,0,12,10.0,18.0,20.0,16.0,16.0,20.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,1,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4664,12-1-14-12,309,0,12,15.0,20.0,35.0,15.0,5.0,10.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,1,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4665,12-14-14-11,309,0,12,25.0,25.0,15.0,15.0,10.0,10.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,1,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4666,12-3-14-14,309,0,12,10.0,30.0,20.0,10.0,15.0,15.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,1,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4667,12-7-14-4,309,0,12,10.0,40.0,10.0,20.0,10.0,10.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,0,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4668,12-10-14-7,309,0,12,15.0,20.0,25.0,15.0,15.0,10.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,1,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4669,12-6-14-3,309,1,12,20.0,20.0,20.0,20.0,10.0,10.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,1,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4670,12-2-14-13,309,0,12,50.0,5.0,20.0,10.0,5.0,10.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,1,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4671,12-5-14-2,309,0,12,20.0,25.0,25.0,10.0,15.0,5.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,1,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4672,12-11-14-8,309,0,12,5.0,20.0,25.0,25.0,15.0,10.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,1,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4673,12-4-14-1,309,1,12,10.0,47.0,16.0,12.0,3.0,12.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,0,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4674,12-12-14-9,309,0,12,16.0,20.0,19.0,16.0,18.0,11.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,0,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4675,12-13-14-10,309,0,12,10.0,20.0,20.0,15.0,20.0,15.0,9.0,32.0,2.0,29998.0 and 39998.0,10463,0,3.0,NYC,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,9.0,7.0,104,40.88099069767225,-73.90565087656735
4676,12-2-14-6,310,0,12,20.0,20.0,35.0,5.0,10.0,10.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,0,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4677,12-1-14-5,310,0,12,10.0,18.0,20.0,16.0,16.0,20.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,1,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4678,12-8-14-12,310,0,12,15.0,20.0,35.0,15.0,5.0,10.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,1,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4679,12-7-14-11,310,1,12,25.0,25.0,15.0,15.0,10.0,10.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,1,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4680,12-10-14-14,310,0,12,10.0,30.0,20.0,10.0,15.0,15.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,1,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4681,12-14-14-4,310,0,12,10.0,40.0,10.0,20.0,10.0,10.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,0,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4682,12-3-14-7,310,0,12,15.0,20.0,25.0,15.0,15.0,10.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,1,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4683,12-13-14-3,310,0,12,20.0,20.0,20.0,20.0,10.0,10.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,1,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4684,12-9-14-13,310,0,12,50.0,5.0,20.0,10.0,5.0,10.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,1,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4685,12-12-14-2,310,0,12,20.0,25.0,25.0,10.0,15.0,5.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,1,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4686,12-4-14-8,310,0,12,5.0,20.0,25.0,25.0,15.0,10.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,1,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4687,12-11-14-1,310,0,12,10.0,47.0,16.0,12.0,3.0,12.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,0,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4688,12-5-14-9,310,0,12,16.0,20.0,19.0,16.0,18.0,11.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,0,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4689,12-6-14-10,310,0,12,10.0,20.0,20.0,15.0,20.0,15.0,5.0,25.0,2.0,49998.0 and 59998.0,10021,0,1.0,NJ,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,24.0,15.0,20.0,20.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,100,40.77016551009995,-73.95972057001578
4690,12-11-14-6,311,0,12,20.0,20.0,35.0,5.0,10.0,10.0,8.0,29.0,4.0,49998.0 and 59998.0,11746,1,2.0,New York,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,50.0,20.0,10.0,10.0,5.0,1.0,1.0,9.0,9.0,9.0,10.0,3.0,117,40.822205962418195,-73.3769117794014
4691,12-10-14-5,311,0,12,10.0,18.0,20.0,16.0,16.0,20.0,8.0,29.0,4.0,49998.0 and 59998.0,11746,0,2.0,New York,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,50.0,20.0,10.0,10.0,5.0,1.0,1.0,9.0,9.0,9.0,10.0,3.0,117,40.822205962418195,-73.3769117794014
4692,12-3-14-12,311,0,12,15.0,20.0,35.0,15.0,5.0,10.0,8.0,29.0,4.0,49998.0 and 59998.0,11746,0,2.0,New York,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,50.0,20.0,10.0,10.0,5.0,1.0,1.0,9.0,9.0,9.0,10.0,3.0,117,40.822205962418195,-73.3769117794014
4693,12-2-14-11,311,0,12,25.0,25.0,15.0,15.0,10.0,10.0,8.0,29.0,4.0,49998.0 and 59998.0,11746,0,2.0,New York,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,50.0,20.0,10.0,10.0,5.0,1.0,1.0,9.0,9.0,9.0,10.0,3.0,117,40.822205962418195,-73.3769117794014
4694,12-5-14-14,311,0,12,10.0,30.0,20.0,10.0,15.0,15.0,8.0,29.0,4.0,49998.0 and 59998.0,11746,0,2.0,New York,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,50.0,20.0,10.0,10.0,5.0,1.0,1.0,9.0,9.0,9.0,10.0,3.0,117,40.822205962418195,-73.3769117794014
4695,12-9-14-4,311,0,12,10.0,40.0,10.0,20.0,10.0,10.0,8.0,29.0,4.0,49998.0 and 59998.0,11746,1,2.0,New York,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,50.0,20.0,10.0,10.0,5.0,1.0,1.0,9.0,9.0,9.0,10.0,3.0,117,40.822205962418195,-73.3769117794014
4696,12-12-14-7,311,0,12,15.0,20.0,25.0,15.0,15.0,10.0,8.0,29.0,4.0,49998.0 and 59998.0,11746,0,2.0,New York,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,50.0,20.0,10.0,10.0,5.0,1.0,1.0,9.0,9.0,9.0,10.0,3.0,117,40.822205962418195,-73.3769117794014
4697,12-8-14-3,311,1,12,20.0,20.0,20.0,20.0,10.0,10.0,8.0,29.0,4.0,49998.0 and 59998.0,11746,0,2.0,New York,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,50.0,20.0,10.0,10.0,5.0,1.0,1.0,9.0,9.0,9.0,10.0,3.0,117,40.822205962418195,-73.3769117794014
4698,12-4-14-13,311,0,12,50.0,5.0,20.0,10.0,5.0,10.0,8.0,29.0,4.0,49998.0 and 59998.0,11746,0,2.0,New York,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,50.0,20.0,10.0,10.0,5.0,1.0,1.0,9.0,9.0,9.0,10.0,3.0,117,40.822205962418195,-73.3769117794014
4699,12-7-14-2,311,0,12,20.0,25.0,25.0,10.0,15.0,5.0,8.0,29.0,4.0,49998.0 and 59998.0,11746,0,2.0,New York,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,50.0,20.0,10.0,10.0,5.0,1.0,1.0,9.0,9.0,9.0,10.0,3.0,117,40.822205962418195,-73.3769117794014
